Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Utility-Gas Service Line,475  West 155 Street,Manhattan,07/24/2012 02:20:59 PM,07/24/2012 04:09:20 PM,40.83122708,-73.94214321
Fire-Crane Fire,Park Avenue  & East 121 Street,Manhattan,07/22/2012 05:54:24 AM,07/25/2012 12:23:58 PM,40.80249472,-73.94089676
Other-Tree On House,109-23  125th Street,Queens,07/25/2012 05:34:51 PM,07/26/2012 09:57:19 AM,40.68346965,-73.8167618
HazMat-Exposure to Unknown Substance,423 East 23rd Street,Manhattan,07/28/2012 12:00:20 PM,07/28/2012 04:23:35 PM,40.73646928,-73.9777324
Fire-2nd Alarm,4151 Bronxwood Avenue,Bronx,02/02/2019 0:25,02/02/2019 1:02,40.89037421,-73.85232245
Law Enforcement-Other,208 west 23rd street,Manhattan,06/20/2019 02:29:24 PM,,40.74432688,-73.99628249
HazMat-Fuel,88 Street & North Conduit Avenue,Queens,06/24/2019 01:56:40 PM,06/24/2019 06:26:34 PM,40.670775,-73.847871
Fire-4th Alarm,220 Coster Street,Bronx,07/30/2012 03:29:58 AM,07/30/2012 12:28:39 PM,40.8053647,-73.88503211
Fire-6th Alarm,975 Walton Ave,Bronx,07/18/2012 12:41:14 AM,07/30/2012 04:07:43 PM,40.82924786,-73.92289242
Fire-10-76 (Commercial High Rise),8 Penn Plaza,Manhattan,07/30/2012 04:37:47 PM,07/30/2012 07:41:36 PM,40.75143017,-73.99400145
Fire-7th Alarm,3250  Fulton Street,Brooklyn,07/23/2012 03:48:59 PM,07/31/2012 02:15:19 PM,40.68280943,-73.87511909
Fire-2nd Alarm,508 West 134 St,Manhattan,07/31/2012 04:46:23 PM,07/31/2012 06:56:44 PM,40.81852965,-73.9534481
Law Enforcement-Suspicious Package,365 5th Avenue,New York,06/24/2019 04:15:02 PM,,40.74877594,-73.98427483
Utility-Water Main,E 57th Street & 3rd Avenue,Manhattan,07/31/2012 04:58:29 AM,07/31/2012 07:46:41 PM,40.76022264,-73.96746205
Structural-Falling Debris,East 41 Street & Park Avenue,Manhattan,07/31/2012 04:28:21 PM,07/31/2012 09:45:54 PM,40.75145296,-73.97815328
Fire-Explosion,127 Grand St,Manhattan,08/01/2012 7:53,08/01/2012 9:56,40.72060126,-74.00021285
LawEnforcement-Suspicious Package,,Manhattan,08/01/2012 13:02,08/01/2012 13:43,,
Fire-School,70-10 164 Street,Queens,08/01/2012 14:47,08/01/2012 18:25,40.73136871,-73.80511646
Weather-Flooding,164 Street  & 71 Avenue,Queens,08/01/2012 12:21,08/01/2012 21:17,40.73045479,-73.80516603
HazMat-Chemical,22-07  41 Ave,Queens,08/01/2012 12:08,08/01/2012 21:36,40.75338332,-73.94124712
Utility-Water Main,123 W. 57th Street,Manhattan,08/02/2012 11:43,08/02/2012 13:02,40.76469633,-73.9780623
Structural-Street Collapse,79th Street & 4th Avenue,Brooklyn,08/01/2012 17:03,08/06/2012 11:48,40.62792094,-74.02626264
LawEnforcement-Device,120-17 178th Place,Queens,08/07/2012 1:38,08/07/2012 2:50,40.68484673,-73.76497378
Structural-Falling Debris,245 West 34 Street,Manhattan,08/05/2012 20:06,08/07/2012 12:12,40.75172925,-73.99234838
HazMat-Liquid,1808 Starr Street,Queens,08/07/2012 16:24,08/07/2012 19:40,40.70961536,-73.91855816
Structural-Construction Accident,79 South 8 St,Brooklyn,08/07/2012 19:00,08/07/2012 20:41,40.70978742,-73.96618815
Fire-10-76 (Commercial High Rise),1 World Trade Center,Manhattan,08/08/2012 7:58,08/08/2012 8:56,40.71326929,-74.01282349
Fire-Drill,111 East 210 St,Bronx,07/31/2012 12:37:43 PM,08/08/2012 12:07,40.87988444,-73.88048062
Structural-Partial Collapse,431 Kent Street,Brooklyn,08/08/2012 11:31,08/08/2012 18:10,40.70905484,-73.96710469
Medical-Other,700 5th Avenue,Manhattan,08/09/2012 9:10,08/09/2012 10:12,40.7617342,-73.97533788
Fire-10-77 (Residential High Rise),230  W 54 St,Manhattan,08/09/2012 13:00,08/09/2012 13:44,40.76415367,-73.98278426
Medical-Injured Construction Worker,1 World Trade Center,Manhattan,08/11/2012 13:12,08/11/2012 14:32,40.71326929,-74.01282349
Utility-Gas Low Pressure,Barnes Avenue & E. 216th Street,Bronx,08/07/2012 10:30,08/11/2012 18:44,40.88054617,-73.86109995
Structural-Stability Problem,Vesey Street & North End Avenue,Manhattan,08/12/2012 17:58,08/12/2012 18:49,40.71452604,-74.01567345
Fire-7th Alarm,665 New York Avenue,Brooklyn,07/26/2012 10:16:13 AM,08/13/2012 10:57:32 AM,40.65787398,-73.94740428
Utility-Power Outage,59-17 Junction Blvd,Queens,08/13/2012 10:07:11 AM,08/13/2012 06:04:02 PM,40.73460521,-73.86477436
LawEnforcement-Device,Ocean Parkway & Kings Highway,Brooklyn,08/14/2012 09:56:27 AM,08/14/2012 10:43:47 AM,40.60567539,-73.96696115
Fire-Haz Mat,108-20 62 Drive,Queens,01/11/2017 15:53,01/11/2017 18:42,40.71400364,-73.82998933
Fire-Haz Mat,50-18 196th Street,Queens,09/07/2018 11:55,09/17/2018 04:01:05 PM,40.74862337,-73.78334185
Law Enforcement-Explosion,101 West 90th Street,Manhattan,02/08/2019 8:38,02/08/2019 8:58,40.78917919,-73.97054945
Fire-2nd Alarm,99 University Place  & East 11th Street,Brooklyn,05/08/2019 16:57,05/08/2019 18:53,40.733919,-73.9927935
Fire-10-77 (Residential High Rise),2 East 61 St,Manhattan,08/14/2012 07:40:40 PM,08/14/2012 09:09:09 PM,40.76540862,-73.97186371
Fire-3rd Alarm,39-12 Douglaston Pkwy,Queens,08/14/2012 07:58:55 PM,08/15/2012 01:40:21 PM,40.77063606,-73.75011793
Fire-Power Plant,1st Avenue & 53rd Street,Brooklyn,08/06/2012 1:07,,40.64874399,-74.02087613
Structural-Undermining,420 Melrose Street,Brooklyn,08/15/2012 09:18:31 AM,08/16/2012 05:28:51 PM,40.70508371,-73.9266572
Utility-Partial Power Outage,3058 W 24 Street,Brooklyn,08/17/2012 10:56:19 PM,08/18/2012 01:11:33 AM,40.57217671,-73.99048999
LawEnforcement-Device,305 Jerome Street,Brooklyn,08/18/2012 05:12:13 PM,08/18/2012 05:48:10 PM,40.67424975,-73.88697414
Structural-Life Safety Violations,361 Miller Ave,Brooklyn,08/18/2012 03:21:21 PM,08/19/2012 05:22:25 PM,40.67200846,-73.89105152
LawEnforcement-Suspicious Package,215 East 161 Street,Bronx,08/20/2012 08:57:43 AM,08/20/2012 09:36:20 AM,40.8262353,-73.9205292
Structural-Sidewalk Shed,299 Broome Street,Manhattan,08/20/2012 01:46:19 PM,08/20/2012 08:50:29 PM,40.71869064,-73.99212491
LawEnforcement-Suspicious Package,83-16 Charlecote Ridge,Queens,08/21/2012 12:28:27 AM,08/21/2012 01:16:36 AM,40.71837478,-73.79090861
LawEnforcement-Suspicious Package,5 Avenue  & East 65 Street,Manhattan,08/21/2012 09:36:36 AM,08/21/2012 09:55:03 AM,40.76802396,-73.97028136
Fire-3rd Alarm,143-01 45th Avenue,Queens,08/20/2012 03:23:39 AM,08/21/2012 01:33:08 PM,40.75390553,-73.81831138
Fire-Explosion,East 72  & 2 Avenue,Manhattan,08/21/2012 12:54:52 PM,08/21/2012 04:42:49 PM,,
LawEnforcement-Suspicious Package,E. 163rd Street & Southern Boulevard,Bronx,08/22/2012 08:29:41 AM,08/22/2012 09:18:06 AM,40.82098581,-73.89161332
Utility-Internal Water/Steam Condition,250  W est 34 Street,Manhattan,08/23/2012 12:26:44 AM,08/23/2012 11:12:23 AM,40.75174572,-73.99242779
Fire-2nd Alarm,110 Van Pelt Avenue,Staten Island,08/23/2012 04:16:16 PM,08/23/2012 07:13:28 PM,40.63350379,-74.15509953
Medical-Fumes in Court House,900 Sheridan Avenue,Bronx,08/23/2012 04:10:06 PM,08/23/2012 07:14:08 PM,40.82687231,-73.92087171
Utility-Manhole,358 E 149 Street,Bronx,08/23/2012 02:42:26 PM,08/23/2012 08:56:54 PM,40.81643292,-73.91909942
Fire-1st Alarm,7 Times Square,Manhattan,08/24/2012 09:05:13 AM,08/24/2012 10:26:01 AM,40.75591447,-73.98668102
Structural-Scaffold,501 West 38th Street,Manhattan,08/25/2012 01:12:35 PM,08/25/2012 02:41:24 PM,40.75720799,-73.99751663
Structural-Falling Debris,2300 Southern Boulevard,Bronx,08/25/2012 03:25:58 PM,08/25/2012 04:40:27 PM,40.85066911,-73.88241995
Transportation-Road Closure,Gowanus at 38 St Exit Ramp   & 38 St,Brooklyn,08/27/2012 07:44:53 AM,08/27/2012 11:37:51 AM,,
Medical-EMS MCI (Multiple Casualty Incident),215  E161 St,Bronx,08/27/2012 12:09:47 PM,08/27/2012 05:37:32 PM,40.8262353,-73.9205292
Fire-Sensitive Location,430 East 67th Street,Manhattan,08/27/2012 11:11:53 PM,08/28/2012 12:00:24 AM,40.76426241,-73.95751471
HazMat-white powder,7901 Broadway,Queens,08/28/2012 05:17:39 AM,08/28/2012 06:46:19 AM,40.74441606,-73.88609724
LawEnforcement-Suspicious Package,Sutphin Blvd & Archer Ave,Queens,08/28/2012 10:33:41 AM,08/28/2012 11:13:13 AM,40.70058233,-73.80774182
Structural-Injuried Construction Worker,01 World Trade Center,Manhattan,08/29/2012 01:58:38 PM,,40.71326929,-74.01282349
Rescue-High Angle,West 33rd Street  & 8th Avenue,Manhattan,04/10/2019 9:44,04/10/2019 10:32,40.751523,-73.9939725
Utility-Gas Main Rupture,84 Ferris Street,Brooklyn,06/13/2019 08:17:57 AM,06/13/2019 09:43:39 AM,40.67854129,-74.01646934
Structural-Car Into Building,314 Canal St,Manhattan,08/21/2012 05:43:42 PM,08/22/2012 08:56:57 AM,40.71961312,-74.00220419
Utility-Power Outage,2049 Bartow Avenue,Bronx,08/30/2012 12:31:59 AM,08/31/2012 05:34:42 AM,40.86947151,-73.82858225
Structural-Street Collapse,278 92 St.,Brooklyn,06/28/2012 02:17:59 PM,,40.61950077,-74.03354278
Structural-Scaffold,324 Clinton Street,Brooklyn,07/26/2012 08:26:20 PM,,40.68564388,-73.99658903
Utility-Ravenswood Power Plant,38-54 Vernon Blvd,Queens,08/31/2012 09:35:21 PM,08/31/2012 11:35:38 PM,40.75903636,-73.94447999
Structural-Car into Building,4912 Avenue D,Brooklyn,09/01/2012 0:35,09/01/2012 14:27,40.64207679,-73.93012078
LawEnforcement-Suspicious Package,884 Home St.,Bronx,09/02/2012 15:30,09/02/2012 16:23,40.82815914,-73.89609671
HazMat-Ammonia Odor,1116 Flatbush Avenue,Brooklyn,09/02/2012 12:42,09/02/2012 17:47,40.64325679,-73.95775752
Utility-Power Outage,East 115 Street & 1 Avenue,Manhattan,09/02/2012 11:16,09/02/2012 21:05,40.79531185,-73.93591188
Fire-4th Alarm,1365 Carroll Street,Brooklyn,09/03/2012 2:41,09/03/2012 5:45,40.66676221,-73.94297075
Utility-Sewer Service,FDR & 111 St,Manhattan,09/03/2012 10:41,09/03/2012 12:28,40.79184231,-73.93555408
LawEnforcement-Suspicious Package,42-12 Ithaca Street,Queens,09/05/2012 2:33,09/05/2012 3:16,40.74418864,-73.87842161
LawEnforcement-Device,Queens Boulevard & Hoover Ave,Queens,09/05/2012 10:15,09/05/2012 10:37,40.71200135,-73.82545586
Structural-Roadway Depression,Needham Avenue & Boller Avenue,Bronx,08/24/2012 08:32:38 PM,,40.88333313,-73.83677744
Structural-Sidewalk Collapse,380 Canal Street,Manhattan,09/04/2012 18:09,09/05/2012 14:52,40.72119404,-74.00442652
LawEnforcement-Haz Mat,65 Washington St,Brooklyn,09/05/2012 19:25,09/05/2012 21:43,40.70230695,-73.98962749
Transportation-Train Elevated,Linden Blvd & 180th Street,Queens,09/06/2012 6:49,09/06/2012 7:30,40.69225013,-73.76668219
Utility-Manhole,1165 Morris Avenue,Bronx,09/06/2012 10:51,09/06/2012 11:02,40.83234084,-73.91465338
LawEnforcement-Device,104-54 89th Avenue,Queens,09/06/2012 12:14,09/06/2012 12:53,40.6939609,-73.84126549
LawEnforcement-Haz Mat,West 207 St & Broadway,Manhattan,09/06/2012 18:36,09/06/2012 19:02,40.86769182,-73.92121362
Utility-Gas Main Rupture,50 Street & 54 Avenue,Queens,09/06/2012 17:07,09/06/2012 19:03,,
Fire-School,26 Sharpe Avenue,Staten Island,09/07/2012 13:14,09/07/2012 16:37,40.63969741,-74.1367124
Utility-Power Outage,1442 Fulton Street,Brooklyn,09/07/2012 16:40,09/07/2012 17:53,40.68001942,-73.94284404
Fire-1st Alarm,Essex Street & Delancy Street,Manhattan,09/07/2012 15:08,09/07/2012 20:36,40.71855581,-73.98820001
Weather-Flooding,73 Place & Cooper Avenue,Queens,09/08/2012 15:45,09/08/2012 16:45,40.70399571,-73.87709553
Structural-Car Into Building,740 East 225 Street,Bronx,09/08/2012 17:42,09/08/2012 18:33,40.88739737,-73.85921223
Utility-Power Outage,50 Street & 10 Avenue,Brooklyn,09/07/2012 20:24,09/08/2012 18:46,40.63845569,-73.9993046
Structural-Retaining Wall,2454 Webb Ave,Bronx,09/08/2012 12:34,09/09/2012 13:04,40.86524307,-73.9059197
Fire-1st Alarm,1201 Findlay Ave,Bronx,09/10/2012 18:29,09/10/2012 21:24,40.83214999,-73.91270227
Structural-Collapse,227 Carlton Avenue,Brooklyn,09/10/2012 9:24,09/11/2012 9:42,40.69080353,-73.97237118
Fire-2nd Alarm,739 Park Avenue,Brooklyn,01/11/2017 17:14,01/11/2017 19:56,40.69799755,-73.946104
Rescue-High Angle,108 Leonard Street,Manhattan,02/01/2017 12:01,02/01/2017 12:32,40.71442154,-74.00607638
Law Enforcement-Mobilization,,Brooklyn,03/22/2018 01:52:40 AM,03/22/2018 03:38:47 AM,,
Structural-Partial Collapse,19 Kent Avenue,Brooklyn,04/10/2019 8:53,04/10/2019 17:12,40.72337956,-73.95836907
Fire-10-77 (Residential High Rise Fire),301 Park Avenue,Manhattan,05/16/2019 04:41:01 AM,05/16/2019 05:37:44 AM,40.75692676,-73.97397404
HazMat-Disabled Tractor Trailer Carrying Asbestos,Cross Bronx Expressway & Nelson Avenue,Bronx,09/12/2012 0:30,09/12/2012 3:46,,
LawEnforcement-Suspicious Package,250 Broadway,Manhattan,09/12/2012 13:00,09/12/2012 14:16,40.71298157,-74.00730088
Fire-Hospital,1468 Madison Ave,Manhattan,09/12/2012 18:14,09/12/2012 19:26,40.79034892,-73.95189687
Administration-Evacuation Drill,170 East 121 Street,Manhattan,09/12/2012 11:20,09/14/2012 01:12:24 PM,40.80142296,-73.93837296
Administration-Evacuation Drill,141 Livingston Street,Brooklyn,09/12/2012 11:23,09/14/2012 04:44:08 PM,40.69064705,-73.98834558
Fire-4th Alarm,405 Remsen Ave,Brooklyn,09/15/2012 01:00:54 PM,09/15/2012 04:41:08 PM,40.65574966,-73.92323352
Utility-Gas Main Rupture,112-20  Rockaway Blvd,Queens,09/17/2012 11:39:33 AM,09/17/2012 01:07:19 PM,40.67726181,-73.82615606
LawEnforcement-Suspicious Package,1 Fordham Plaza,Bronx,09/18/2012 11:25:36 AM,09/18/2012 12:17:05 PM,40.86099399,-73.89007312
Structural-Construction Accident,101 East 123rd Street,Manhattan,09/18/2012 01:22:11 PM,09/18/2012 02:01:17 PM,40.80367437,-73.93976874
Structural-Vacate,674 Empire Blvd,Brooklyn,09/18/2012 01:14:28 PM,09/18/2012 09:24:21 PM,40.66387294,-73.9395129
Transportation-Roadway Flooding,FDR DRive & E 34 St,Manhattan,09/18/2012 09:16:15 PM,09/18/2012 09:56:22 PM,,
LawEnforcement-Device,1361 Rockaway Parkway,Brooklyn,09/20/2012 11:37:44 AM,09/20/2012 12:16:56 PM,40.64646864,-73.90378857
LawEnforcement-Suspicious Package,455 Madison Ave.,Manhattan,09/23/2012 04:01:19 PM,09/23/2012 05:33:42 PM,40.7581139,-73.97539337
Structural-Falling Debris,540 Bedford Ave.,Brooklyn,09/18/2012 06:57:31 PM,09/23/2012 06:31:33 PM,40.70526013,-73.96240338
Structural-Life Safety Violations,317  West 51 Street,Manhattan,09/24/2012 08:12:22 PM,09/24/2012 11:26:14 PM,40.76321545,-73.98634023
LawEnforcement-Suspicious Package,2750 Throop Avenue,Bronx,09/27/2012 09:44:55 AM,09/27/2012 10:34:33 AM,40.86607997,-73.85098156
Structural-Evacuation,921 Montgomery Street,Brooklyn,09/26/2012 01:17:17 PM,09/27/2012 02:34:33 PM,40.66448193,-73.93389288
Structural-Vacate,899 Montgomery Street,Brooklyn,09/27/2012 12:55:57 PM,09/28/2012 12:07:45 AM,40.66455129,-73.93519405
HazMat-High Carbon Monoxide,2365 8 Ave,Manhattan,09/29/2012 02:53:35 PM,09/29/2012 04:48:33 PM,40.81138658,-73.95029578
HazMat-Chemical,1601 Broadway,Manhattan,10/01/2012 10:11,10/01/2012 11:34,40.76037724,-73.98516405
Utility-Gas Main Rupture,976 2nd Avenue,Manhattan,10/01/2012 12:09,10/01/2012 12:51,40.75588877,-73.96777458
Fire-Sensitive Location,38-54 Vernon Blvd,Queens,10/02/2012 7:29,10/03/2012 21:17,40.75903636,-73.94447999
Structural-Collapse,17 Devoe St.,Brooklyn,10/03/2012 14:50,10/04/2012 12:16,40.71319628,-73.95061429
Fire-2nd Alarm,509 W 134 St.,Manhattan,09/28/2012 03:09:31 PM,10/09/2012 12:23,40.81854337,-73.95343725
Structural-Life Safety Violations,1535 Vyse Avenue,Bronx,10/09/2012 18:45,10/09/2012 23:09,40.83387949,-73.88770035
Structural-Other,1040 40 Street,Brooklyn,11/30/2016 10:54:01 PM,12/09/2016 11:37,40.64340511,-73.99248525
Fire-2nd Alarm,218 E. 9th Street,Manhattan,04/21/2018 04:03:09 PM,04/22/2018 10:50:47 AM,40.72967981,-73.98848297
Transportation-Train Ground Level,11 Street & Borden Avenue,Queens,10/10/2012 16:49,,40.74091627,-73.95225734
Utility-Water Service Line,270 Nostrand Ave,Brooklyn,10/10/2012 16:18,10/11/2012 11:51,40.69085159,-73.95167296
LawEnforcement-White Powder,955 Bronx River Avenue,Bronx,10/11/2012 15:27,10/11/2012 16:23,,
Structural-Unstable Building,438 Wilson Ave,Brooklyn,09/21/2012 09:26:09 AM,10/11/2012 18:00,40.69349684,-73.91308936
Structural-Stability Problem,250 E 139 St.,Bronx,10/12/2012 13:32,10/12/2012 18:24,40.81197531,-73.92705238
Utility-Other,78th Avenue & 60th Lane,Queens,10/16/2012 08:55:28 PM,10/16/2012 10:45:40 PM,40.69656921,-73.89455635
Structural-Partial Collapse,555 West 151 Street,Manhattan,10/16/2012 05:50:08 PM,10/17/2012 02:42:33 AM,40.82964814,-73.94630008
Administration-Evacuation Drill,45 Monroe Place,Brooklyn,09/12/2012 11:33,10/17/2012 03:22:51 PM,40.69582131,-73.99280197
LawEnforcement-Suspicious Package,503 Mosely Avenue,Staten Island,10/17/2012 04:07:35 PM,10/17/2012 06:11:22 PM,40.54368817,-74.1650339
Utility-Water Main,211 E 53 Street,Manhattan,10/17/2012 04:21:36 AM,10/18/2012 12:52:01 AM,40.75750025,-73.96889277
LawEnforcement-Suspicious Package,74 Street  & Broadway,Queens,10/18/2012 01:20:05 AM,10/18/2012 02:12:58 AM,40.74664168,-73.89139142
Administration-Evacuation Drill,27 Madison Ave,Manhattan,09/12/2012 11:35,10/19/2012 10:12:17 AM,40.74223192,-73.98682089
Structural-Collapse,2462 Valentine Avenue,Bronx,10/19/2012 02:23:36 PM,10/19/2012 02:40:22 PM,40.86123032,-73.89631256
Structural-Cracks,520 West 183rd Street,Manhattan,10/19/2012 01:10:48 PM,10/19/2012 05:30:04 PM,40.84962135,-73.93077747
LawEnforcement-Suspicious Package,5602 U Avenue,Brooklyn,10/19/2012 11:47:57 PM,10/20/2012 01:02:33 AM,40.61221978,-73.91883906
Fire-10-76 (Commercial High Rise),1535 Broadway,Manhattan,10/20/2012 05:30:39 AM,10/20/2012 06:47:12 AM,40.75826657,-73.98546772
Utility-Water Service Line,123-33 83 Ave,Queens,10/19/2012 07:40:28 PM,10/20/2012 10:33:34 AM,40.71133144,-73.82715294
LawEnforcement-Suspicious Vehichle,Trinity Place & Rector Street,Manhattan,10/20/2012 01:50:17 PM,10/20/2012 02:34:58 PM,40.70777151,-74.0129631
LawEnforcement-Suspicious Package,42 Street & 7th Avenue,Manhattan,10/21/2012 09:55:33 PM,10/21/2012 10:49:39 PM,40.75603527,-73.9869481
Structural-Stability Problem,420 E 12 St.,Manhattan,09/24/2012 03:52:30 PM,10/22/2012 10:53:57 AM,40.72972905,-73.98289418
HazMat-Liquid,1877 Ralph Ave,Brooklyn,09/27/2012 10:37:26 PM,10/22/2012 04:40:39 PM,40.63140565,-73.9185203
Structural-Scaffold,125 MacDougal Street,Manhattan,10/22/2012 02:53:34 PM,10/22/2012 05:26:15 PM,40.7305263,-74.00005412
Fire-Commercial,Richmond Valley Road & Arthur Kill Road,Staten Island,10/22/2012 06:30:57 PM,10/22/2012 07:16:37 PM,40.5212801,-74.23945792
LawEnforcement-Suspicious Package,Water Street & Wall Street,Manhattan,10/23/2012 04:23:59 PM,10/23/2012 04:23:59 PM,40.70518369,-74.0073938
Structural-Confined Space,46-10 Center Blvd,Queens,10/25/2012 11:54:41 AM,10/25/2012 01:04:44 PM,40.74729946,-73.95639952
Rescue-Confined Space,East 98th Street  & 5th Avenue,Manhattan,10/25/2012 12:16:10 PM,10/25/2012 01:15:33 PM,40.78920555,-73.95481561
HazMat-Fuel,83-34 23rd Ave,Queens,10/26/2012 05:51:48 AM,10/26/2012 07:52:24 AM,40.76666775,-73.88610973
Rescue-Confined Space,224 West 21 Street,Manhattan,10/27/2012 06:34:32 AM,10/27/2012 07:30:37 AM,40.74318782,-73.99749911
LawEnforcement-Suspicious Package,550 Hamilton Ave,Brooklyn,10/27/2012 08:15:38 PM,10/27/2012 09:42:43 PM,40.66805536,-73.99658633
LawEnforcement-Device,78-16 90th Avenue,Queens,10/28/2012 11:34:35 AM,10/28/2012 12:41:10 PM,40.68782363,-73.86263364
LawEnforcement-Suspicious Package,82-2 Pettit Ave,Queens,10/28/2012 02:43:12 PM,10/28/2012 03:30:59 PM,40.74417729,-73.88336936
Fire-3rd Alarm,964 Belmont Avenue,Brooklyn,02/28/2018 02:03:14 AM,03/01/2018 1:32,40.6739157,-73.87291593
Utility-Water Main,Lincoln Place & 8 Avenue,Brooklyn,03/14/2018 12:01:31 PM,03/14/2018 02:02:10 PM,40.674744,-73.9721025
Structural-Demolition,169-12 116 Avenue,Queens,03/07/2018 17:27,03/22/2018 08:22:03 PM,40.68773545,-73.77835322
Utility-Water Main,4915 10 Avenue,Brooklyn,01/08/2019 7:46,01/08/2019 10:15,40.63870381,-73.9989691
HazMat-High Carbon Monoxide,356 West 58th Street,Manhattan,03/02/2019 22:18,03/03/2019 2:04,40.76838184,-73.98477416
Utility-Other,28-11 Queens Plaza North,Queens,06/28/2019 01:53:31 PM,06/29/2019 10:04:54 AM,40.75025551,-73.93845938
Weather-Evacuation ZONE A,49 Fulton St.,Manhattan,10/28/2012 06:27:27 PM,10/28/2012 07:31:13 PM,40.70817838,-74.00462043
Utility-Water Main,Britton Avenue & Saunders Street,Staten Island,10/29/2012 09:00:16 AM,10/29/2012 01:24:59 PM,40.61065032,-74.0841952
Utility-Water Main,Steinway Avenue & Nome Avenue,Staten Island,10/29/2012 01:55:14 AM,10/29/2012 03:48:24 PM,40.5901389,-74.16482825
Utility-Primary Wires on Fire,1122 51 St,Brooklyn,10/29/2012 04:20:59 PM,10/29/2012 04:59:02 PM,40.63615277,-73.99701671
Structural-Crane,30 West 15 St,Manhattan,10/29/2012 10:03:03 PM,10/29/2012 11:56:12 PM,40.73716297,-73.99426254
Fire-Hospital,2601 Ocean Parkway,Brooklyn,10/29/2012 10:18:52 PM,10/30/2012 03:47:23 AM,40.58655214,-73.96616774
Utility-Power Outage,531 1st Avenue - NYU Medical Center,Manhattan,10/29/2012 11:25:32 PM,10/30/2012 05:52:17 AM,40.7417414,-73.97501689
Weather-Flooding,75 Vera Street,Staten Island,10/30/2012 10:11:16 PM,,40.58430348,-74.09746115
Structural-Partial Collapse,300 East 42nd Street,Manhattan,10/30/2012 12:16:46 PM,10/31/2012 05:12:13 AM,40.7497032,-73.97193891
Fire-2nd Alarm,706 Brighton Beach Ave,Brooklyn,10/31/2012 06:12:27 AM,10/31/2012 12:58:55 PM,40.57782458,-73.96040879
Utility-Water Service Line,17 Battery Place,Manhattan,10/30/2012 12:34:23 PM,10/31/2012 08:24:29 PM,40.70488365,-74.01592726
Fire-2nd Alarm,9-10 Dinsmore Ave.,Queens,10/31/2012 09:20:47 PM,10/31/2012 10:45:19 PM,40.60492532,-73.74631933
Utility-Gas Service Line,2865 Brighton 3rd Street,Brooklyn,10/30/2012 07:34:25 AM,11/01/2012 4:48,40.58148786,-73.9657563
